NombreIniciativa,CantidadOrganizaciones,LineaFinanciamiento,ParticipacionCiudadana,TransparenciaRendicionCuentas,PeriodismoDatos,MapeoCiudadano,MonitoreoServiciosPublicos,UsoDatosAbiertos,OtraTematica,OrgNombreOrganizacion,OrgTipoOrganizacion,OrgPais,OrgCiudad,OrgWeb,OrgPrincipalAlinza,OrgDesarrolloPlataformasAplicativosTecnologicos,OrgVariosPaises,OrgSpinOffIncubacion,OrgParticipacionCiudadana,OrgTransparenciaRendicionCuentas,OrgParlamentoAbierto,OrgComprasPublicas,OrgPeriodismoDatos,OrgMapeoCiudadano,OrgMonitoreoServiciosPublicos,OrgOtraTematica,EscalamientoPlataformaExistente,AdaptacionPlataformaExistente,DesarrolloPlataformaNueva,Otros
Observatorio de publicidad oficial,1,Desarrollo de nuevas iniciativas,0,1,0,0,0,0,,"Campaña Global por la Libertad de Expresión A19, A.C.",Organización civil sin fines de lucro,México,Ciudad de México,www.ariculo19.org,Sí,No,No,Si,0,1,0,0,0,0,0,,0,0,1,
SOS ELEITOR (SOS VOTANTE),1,Iniciativas de tecnología con fines de lucro,1,1,0,1,1,0,,Voter Desenvolvimento de Software Ltda,Empresa privada (startup),Brasil,Florianópolis,www.soseleitor.com.br,Sí,Sí,No,Si,1,1,1,0,0,1,1,,1,1,0,
Inteligencia Artificial contra la corrupción,1,Desarrollo de nuevas iniciativas,1,1,1,1,0,1,,Fundación Ecomunidad,Organización civil sin fines de lucro,Colombia,Bogota,www.ecomunidad.co,Sí,Sí,No,No,1,0,0,0,0,1,0,,0,0,1,
Red Social Anti-corrupción con Acción Jurídica (Aplicapp),1,Desarrollo de nuevas iniciativas,1,1,1,1,0,0,,Cocreamos S.A.S.,Empresa privada (startup),Colombia,Medellin,http://cocreamos.com/,Sí,No,No,No,1,0,0,0,0,0,0,Emprasarismo Social,0,0,1,
Tengo la Palabra! ,1,Iniciativas de tecnología con fines de lucro,1,0,0,0,1,0,,Atix Labs SRL,Empresa privada (no incluye startup),Argentina,Buenos Aires,www.atixlabs.com,Sí,Sí,No,No,1,0,0,0,0,0,1,,0,0,1,
CREAR UN CENTRO DE ATENCION CIUDADANA ONLINE Y SEMIPRESENCIAL,1,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Transformación de Obreros y Técnicos Esperanza de México TOTEM a.c,Organización civil sin fines de lucro,México,OAXACA,http://organizaciontotemacoax.mex.tl/frameset.php?url=/,Sí,Sí,No,No,1,1,0,0,1,1,1,,0,0,1,
GuanaData 2.0,1,Desarrollo de nuevas iniciativas,1,1,1,0,1,1,,La Voz de Guanacaste,Otro,Costa Rica,Nicoya,http://www.vozdeguanacaste.com/es/acerca-de-nosotros,Sí,No,No,No,1,1,0,0,1,0,0,,0,0,1,
startup REI,1,Iniciativas de tecnología con fines de lucro,0,1,0,0,0,1,Facilitar pagamento de taxas de importação,Receita federal,Empresa privada (startup),Brasil,Santo Adre,,Sí,Sí,No,No,1,0,0,0,0,0,0,,0,1,0,
Mapa Internacional de Instituições Arquivísticas (Archives World Map),1,Iniciativas ya existentes,1,0,0,1,0,1,,"Grupo de Estudos sobre Cultura, Representação e Informação Digitais - CRIDI ",Otro,Brasil,Salvador,http://www.cridi.ici.ufba.br/,Sí,Sí,No sabe / No responde,No,0,0,0,0,0,0,0,"Preservação digital, cooperação de entidades públicas",1,0,1,
Observadores de Comunicación Ciudadana,1,Desarrollo de nuevas iniciativas,1,0,0,1,0,0,,Observatorio de Comunicación PUCV,Universidad,Chile,Valparaíso,www.observatoriodecomunicacion.cl,Sí,Sí,No,No,1,0,0,0,0,1,0,,0,0,1,
Incentivo a Cultura Digital,1,Desarrollo de nuevas iniciativas,1,0,0,1,1,0,,Centro de Formação e Organização Comunitária - CEFORC,Organización civil sin fines de lucro,Brasil,Livramento de Nossa Senhora,www.ceforc.org,Sí,Sí,No,Si,1,0,0,0,0,1,1,http://neolig.com/,0,0,1,
Curso Abierto de Internet para Acelerar el Cambio Social en América Latina,2,Iniciativas ya existentes,1,1,0,1,1,1,,Public Knowledge,Organización civil sin fines de lucro,Otro,Washington DC,www.publicknowledge.org,Sí,Sí,No,No,1,1,1,0,0,1,1,,1,1,0,
Curso Abierto de Internet para Acelerar el Cambio Social en América Latina,2,Iniciativas ya existentes,1,1,0,1,1,1,,Hiperderecho,Organización civil sin fines de lucro,Perú,Lima,www.hiperderecho.org,No,Sí,No,No,1,1,1,0,0,1,0,,1,1,0,
Tecnología Social,1,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Fundación Ciencias de la Documentación,Fundación internacional,Otro,Madrid,http://www.documentalistas.org,Sí,Sí,Si,No,0,1,1,0,0,0,0,,0,0,1,
URBEM - urbem.digital,1,Iniciativas de tecnología con fines de lucro,1,0,0,0,1,1,,Cívica Digital,Empresa privada (startup),México,"Monterrey, Mexico",https://civica.digital,Sí,Sí,No,Si,1,1,0,1,0,1,1,"Desarrollo económico y competitividad, Datos Abiertos, Anticorrupción, Investigación Abierta, Gobierno Abierto",1,0,0,
Ecuador Chequea,1,Iniciativas ya existentes,0,1,1,0,0,1,,Fundamedios,Organización civil sin fines de lucro,Ecuador,Quito,www.fundamedios.org,Sí,No,No,No,0,1,0,0,1,0,0,Monitoreo y difusión de alertas a violaciones de Derechos Humanos,1,0,0,
Proyecto PARTICIPA 2017,1,Desarrollo de nuevas iniciativas,1,1,0,1,0,1,,CSCR ,Empresa privada (startup),Costa Rica,Alajuela ,https://www.facebook.com/JohanCSCR/,Sí,No,Si,No,1,1,0,0,0,1,0,,0,0,1,
Programa Makernel: el primer makerspace portátil 100% tico,1,Iniciativas ya existentes,1,0,0,0,0,0,,Fundación Costa Rica para la Innovación,Fundación internacional,Costa Rica,San José,http://funcostarica.org/,Sí,Sí,Si,No,1,0,0,0,0,0,0,,1,1,0,
SEBUSCAN,1,Iniciativas de tecnología con fines de lucro,1,0,1,0,0,1,Personas Desaparecidas,SEBUSCAN SAS,Empresa privada (startup),Colombia,Bogotá,www.sebuscan.co,Sí,Sí,No,Si,1,0,0,0,0,0,0,,0,0,1,
Ozzymandhas - Jornalismo colaborativo,1,Desarrollo de nuevas iniciativas,1,0,1,0,0,0,,CobraCriada-#InteligênciaEmRede,Empresa privada (startup),Brasil,Brasília,www.ninhodecobra.com.br,Sí,Sí,No,No,0,0,0,0,0,0,0,"Estratégia em presença digital, campanhas integradas, prevenção e gerenciamento de crises; UX e webdesign.",0,0,1,
Datascópio e Cruza Dados,1,Desarrollo de nuevas iniciativas,1,1,1,0,1,1,Jornalismo Investigativo,Associação Brasileira de Jornalismo Investigativo,Organización civil sin fines de lucro,Brasil,São Paulo,www.abraji.org.br,Sí,Sí,No,No,0,1,0,0,1,0,0,Acesso a informação,0,1,1,
Akredito,1,Desarrollo de nuevas iniciativas,0,0,0,0,0,0,Inclusão Financeira,Akredito,Empresa privada (startup),Brasil,Rio de Janeiro,,Sí,Sí,No,Si,0,0,0,0,0,0,0,Educação e Consumo consciente,0,0,1,
SOCIAL GAMES: ENERGÍA EÓLICA: ENERGÍA LIMPIA PARA QUIÉN?,1,Desarrollo de nuevas iniciativas,1,0,0,1,0,0,,Cáritas Brasileira regional nordeste II,Organización civil sin fines de lucro,Brasil,Recife,http://caritas.org.br/,Sí,No,No,No,1,0,0,0,0,0,0,,1,1,0,
CEU- Centro de Empreendedorismo Universitario &Consultoria Ltda,1,Desarrollo de nuevas iniciativas,1,0,0,1,0,1,,Centro de Empreendedorismo Universitario &Consultoria Ltda,Empresa privada (no incluye startup),Brasil,Rio de Janeiro,www.ceuconsultoria.com,Sí,Sí,No,No,1,0,0,0,0,0,1,,1,1,0,
MOPA,2,Iniciativas ya existentes,1,1,0,1,1,1,,"Fundación Capital - Los empleados mencionados hacen referencia a toda la organización regional que esta conformada por varias sucursales. Una de ellas es México, y es en México donde estamos proponiendo realizar MOPA por el momento.  ",Fundación internacional,México,Ciudad de México,http://fundacioncapital.org/en/,Sí,Sí,Si,No,0,0,0,0,0,0,1,Inclusión Financiera y Ciudadana,1,0,0,
MOPA,2,Iniciativas ya existentes,1,1,0,1,1,1,,UX,Empresa privada (no incluye startup),Otro,Maputo,www.ux.co.mz ,Sí,Sí,No,No,1,1,0,0,0,1,1,,1,0,0,
Mi Historial Médico,1,Iniciativas de tecnología con fines de lucro,0,0,0,0,1,1,"Innovación Social, Empoderamiento ciudadano",The Next Services,Empresa privada (startup),El Salvador,San Salvador,www.thenextservices.com,Sí,Sí,No,Si,0,0,0,0,0,0,1,Datos Abiertos,0,0,1,
MUJERES CAMPESINAS Y JOVENES POR  UNA PARTICIPACIÓN CIUDADANA DIGITAL  ACTIVA Y REIVINDICATIVA EN LA REGIÓN CARIBE COLOMBIANA,1,Iniciativas ya existentes,1,0,0,0,0,0,Fortalecimiento de conocimientos para la exigibilidad,ASOCIACIÓN COLECTIVO MUJERES AL DERECHO “ASOCOLEMAD”,Organización civil sin fines de lucro,Colombia,Barranquilla,www.colectivomujeresalderecho.org ,Sí,Sí,No,No,1,0,0,0,0,0,0,,0,1,0,
AppCivico - Mandato Aberto e Voto Legal,1,Iniciativas de tecnología con fines de lucro,1,1,0,0,0,1,"Monitoramento de Campanhas Políticas, Monitoramento de Mandatos.",EOKOE SOLUÇÕES TECNOLÓGICAS LTDA,Empresa privada (startup),Brasil,São Paulo,http://www.appcivico.com/,Sí,Sí,No,Si,1,1,1,0,1,1,1,,1,0,1,
Información Inclusiva y participativa para ¨TODOS¨,2,Desarrollo de nuevas iniciativas,1,0,0,0,0,0,Acceso a Información Inclusiva,Fundación InHoy,Organización civil sin fines de lucro,Chile,Santiago,www.inhoy.org,Sí,Sí,No,No,1,0,0,0,0,0,0,,0,0,1,Integración de tecnología existente 
Información Inclusiva y participativa para ¨TODOS¨,2,Desarrollo de nuevas iniciativas,1,0,0,0,0,0,,DTLNet Ltda.,Empresa privada (no incluye startup),Chile,santiago,www.dtlnet.cl,No,Sí,No,No,1,0,0,1,0,0,0,,0,0,1,
EL USO DE LAS TICS PARA EL DESARROLLO SOCIAL,1,Desarrollo de nuevas iniciativas,1,0,0,0,0,1,,INSTITUTO DEMOS,Organización civil sin fines de lucro,Guatemala,GUATEMALA,guatemalademos.org.gt,Sí,No,No,No,1,1,0,0,0,0,0,"Cultura de paz, Auditoria Social Comunitaria, Comunicación comunitaria",0,1,0,
IlhaPush,1,Iniciativas de tecnología con fines de lucro,1,0,0,0,0,0,Tecnologia OpenSource,Ilhasoft,Empresa privada (startup),Brasil,Maceió,www.ilhapush.com,Sí,Sí,Si,No,1,0,0,0,0,0,0,Diretos Humanos,1,1,1,
Escuadrón Supercívico,1,Iniciativas de tecnología con fines de lucro,1,0,0,1,1,0,,Fáctico Periodismo Móvil,Empresa privada (startup),México,México,www.factico.com.mx,Sí,Sí,No,Si,1,1,0,0,0,1,1,,1,0,0,
Sistema de Gestión Participativa para la Incidencia Social en Políticas Públicas,1,Desarrollo de nuevas iniciativas,1,1,0,1,0,0,,OBSERVATORIO MEXICANO DE LA CRISIS,Organización civil sin fines de lucro,México,MEXICO,www.omec.mx,Sí,Sí,No,No,1,1,1,0,0,1,0,Inteligencia economica e Inclusion financiera,0,0,1,
monitoramento de dados ambientais para análise de risco,1,Desarrollo de nuevas iniciativas,1,0,1,1,1,1,,CNPI - Centro Nacional de Informatica,Organización civil sin fines de lucro,Brasil,rio de janeiro,www.cnpi.org.br,Sí,Sí,No,No,0,0,0,0,0,1,1,,0,0,1,
Hacia el empoderamiento de nuestros Derechos Digitales a través de la participación ciudadana y el debate público.,1,Iniciativas ya existentes,1,1,0,0,0,1,Derechos Humanos en Internet,TEDIC,Organización civil sin fines de lucro,Paraguay,Asunción,www.tedic.org,Sí,Sí,No,No,1,1,1,0,1,0,0,,0,1,0,
Let's Chat,1,Iniciativas ya existentes,1,0,0,0,1,0,,Let's Chat,Organización civil sin fines de lucro,Chile,Santiago,https://lets-chat.org/,Sí,Sí,No,Si,1,0,0,0,0,0,1,"Apoyo y soporte a grupos de personas que requieran asistencia de cualquier tipo por parte de voluntarios. Ejemplo, inmigrantes, refugiados, asistencia médica, fiscalización de servicios, coordinación de voluntarios, etc.",1,0,0,
Datathon Latam ,1,Desarrollo de nuevas iniciativas,1,0,1,1,0,1,,Corporación Científicas de Datos ,Organización civil sin fines de lucro,Colombia,Pereira ,www.cientificasdedatos.com,Sí,Sí,No,No,1,0,0,0,1,1,0,,1,0,0,
Plataforma de rendición de cuentas de servidores públicos,1,Desarrollo de nuevas iniciativas,0,1,0,0,0,0,,"Campaña Global por la Libertad de Expresión A19, A.C. ",Organización civil sin fines de lucro,México,Ciudad de México,www.articulo19.org,Sí,No,No,Si,0,1,0,0,0,0,0,,0,0,1,
Calhau Social,1,Iniciativas de tecnología con fines de lucro,1,1,1,1,1,0,,Calhau Social ,Empresa privada (startup),Brasil,São Paulo,www.calhausocial.org,Sí,Sí,No,No,1,1,0,0,1,1,1,,0,1,0,
DemocracyOS - por Democracia en Red,1,Iniciativas ya existentes,1,0,0,0,0,0,,Democracia en Red,Organización civil sin fines de lucro,Argentina,Buenos Aires,democraciaenred.org,Sí,Sí,No,No,1,0,1,0,0,0,0,,1,0,0,
Vacuna sociales PROYECTO TOM G5G,1,Desarrollo de nuevas iniciativas,1,1,1,0,0,1,,Mindball ONG PLANETA,Organización civil sin fines de lucro,Brasil,Divinópolis ,https://www.facebook.com/groups/GROUPONWORLDOFMINDBALL/?fref=ts,Sí,No,No,No,1,1,0,0,1,0,0,"Las cuentas de Mindball ONG planeta durante 32 años creando, Trans proyectos viables para la Educación y el desarrollo",0,1,0,"La Guía 1 - Mindball Family Sports gana estado del juego, el desarrollo de la demanda como diferente de la lucha en los juegos entre los estudiantes / familias vs Estudiantes / Familias en los tribunales, en las playas, en los partidos de fútbol profesional de la rutina diaria a través preliminar y Predictor Mindball juego(https://youtu.be/FNbZmox7_QQ - https://youtu.be/agh8DtaRFJU - https://youtu.be/PHRApUirgkY y las importaciones de Mindball de Canadá Juego Cerebra: https://youtu.be/1nT3XUqrJVk - https://youtu.be/x4WZ4m2aY64"
México Checa,1,Desarrollo de nuevas iniciativas,0,1,1,0,0,1,,13 Media SC,Empresa privada (startup),México,Ciudad de México,,Sí,No,No,Si,1,0,1,0,0,0,0,"Sopitas.com comenzó su cobertura de política con la elección presidencial de 2012 y poco a poco ha incorporado a sus notas, columnas de opinión que explican la coyuntura política mexicana. ",0,0,1,
Wheels,1,Iniciativas de tecnología con fines de lucro,1,0,1,1,1,1,,Wheels,Empresa privada (startup),Colombia,Bogota,www.wheels.social,Sí,Sí,Si,No,1,0,0,1,1,1,1,,1,1,0,
Compromiso Ciudadano,2,Iniciativas de tecnología con fines de lucro,1,1,0,1,1,0,,Innovavista,Empresa privada (no incluye startup),Argentina,Rosario,www.innovavista.net,Sí,Sí,No,No,1,1,0,0,1,1,1,Datos abiertos,1,0,0,
Compromiso Ciudadano,2,Iniciativas de tecnología con fines de lucro,1,1,0,1,1,0,,Municipalidad de San Jorge,Ente gubernamental,Argentina,San Jorge,www.sanjorge.gob.ar,No,No,No,No,1,0,0,0,0,0,0,,1,0,0,
Novas técnicas para monitoramento de sistemas produtivos agroecológicos com participação comunitária,1,Iniciativas ya existentes,1,0,1,1,0,1,,Centro de Estudos Avançados de Promoção Social e Ambiental - CEAPS / Projeto Saúde & Alegria,Organización civil sin fines de lucro,Brasil,Santarém,www.saudeealegria.org.br,Sí,Sí,No,No,1,0,0,0,1,1,0,,1,1,0,
www.laburojoven.com,1,Desarrollo de nuevas iniciativas,0,0,0,0,0,1,,Fundación Enseñá por Argentina,Organización civil sin fines de lucro,Argentina,CABA,www.ensenaporargentina.org,Sí,No,Si,Si,1,0,0,0,0,0,0,,0,1,0,
Intercambio de confianza,1,Desarrollo de nuevas iniciativas,1,0,0,1,1,0,Economía Colaborativa ,Red Infodesarrollo - Némesis,Fundación empresaria,Ecuador,quito,www.infodesarrollo.ec,No,Sí,No,No,1,1,0,0,0,1,1,,0,0,1,
MOBQI,1,Iniciativas de tecnología con fines de lucro,1,1,0,1,1,1,Información compartida con los ciudadanos.,JMM TECH,Empresa privada (startup),Brasil,Belo Horizonte,www.jmmtech.com.br,Sí,Sí,Si,Si,1,1,0,0,1,1,1,"servicios de seguridad, opinión publica, etc.",1,0,0,
Politeia y control social,1,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,corporación programa de desarrollo para la paz,Organización civil sin fines de lucro,Colombia,La Dorada,http://pdpmagdalenacentro.org/,Sí,Sí,No,No,1,0,0,0,1,0,0,,1,0,1,
OpenDataplus (OD+),1,Desarrollo de nuevas iniciativas,1,1,1,0,1,1,,Iuristech Solutions,Empresa privada (startup),El Salvador,San Salvador,www.iuristechpro.com,Sí,Sí,Si,No,1,1,1,0,1,0,1,Plataforma de datos abiertos compartida,0,0,1,
Bolivia Tech Hub Collaborative,1,Iniciativas ya existentes,1,1,1,1,1,1,,ACM - SIM,Organización civil sin fines de lucro,Bolivia,La Paz,http://www.boliviatechhub.org/,Sí,Sí,No,No,1,1,1,0,1,1,1,,1,1,1,
KMESAFE,1,Iniciativas de tecnología con fines de lucro,1,0,0,1,1,0,,Youniversys SRL,Empresa privada (startup),República Dominicana,Santo Domingo,www.youniversys.com,Sí,Sí,No,Si,1,0,0,0,0,1,1,,0,0,1,
GagPol Colombia,1,Desarrollo de nuevas iniciativas,1,0,0,1,1,1,,Corporación Red Somos,Organización civil sin fines de lucro,Colombia,Bogotá,www.redsomos.org,Sí,No,No,No,1,0,0,0,0,0,0,,0,0,1,
Atentomuni,1,Iniciativas de tecnología con fines de lucro,1,1,0,1,0,0,"comunicación bidireccional entre un municipio y sus vecinos, consultas ciudadanas",Dsarhoya SPA,Empresa privada (no incluye startup),Chile,Santiago,,Sí,Sí,No,No,1,0,0,0,0,1,0,,1,0,0,
Boonited,1,Desarrollo de nuevas iniciativas,1,1,0,1,1,1,,Todavia no fue creada una empresa,Otro,Brasil,Florianopolis,"boonited.com(sito esta listo, pero todavia no al aire)",Sí,Sí,No,No,0,0,0,0,0,0,0,Sin ninguna experiencia comprobada,0,0,1,
¿QuiénMeRepresenta?,1,Iniciativas ya existentes,1,1,0,0,0,1,,¿QuiénMeRepresenta?,Organización civil sin fines de lucro,México,Ciudad de México,http://www.quienmerepresenta.com/,Sí,Sí,No,No,1,0,0,0,0,0,0,,1,0,0,
Mucha Nota,1,Iniciativas de tecnología con fines de lucro,0,0,0,0,0,1,Información y acceso a servicios de salud sexual y reproductiva para adolescentes,CEMOPLAF,Fundación empresaria,Ecuador,QUITO,WWW.MUCHANOTA.ORG  /  WWW.CEMOPLAF.ORG.EC,Sí,Sí,No,No,0,0,0,0,1,1,0,INVESTIGACIÓN DE CAMPO,1,0,0,
Yecas,1,Iniciativas ya existentes,1,1,0,1,1,0,,YECAS,Empresa privada (startup),Argentina,Mendoza,www.yecas.com,Sí,No,No,No,1,0,1,0,0,1,0,Educación,1,0,0,
PETGRAM,1,Desarrollo de nuevas iniciativas,1,0,0,0,0,0,Concientización y ayuda a las mascotas,EA TECH,Fundación empresaria,México,MEXICO,www.eatech.com.mx,Sí,Sí,No,No,1,1,0,1,0,1,1,,0,0,1,
parapapapp,1,Iniciativas de tecnología con fines de lucro,0,0,0,0,0,1,Administración de informacion en establecimientos educativos,parapapapp sas,Empresa privada (no incluye startup),Colombia,Bucaramanga,www.parapapapp.com,Sí,Sí,No,No,0,0,0,0,0,0,0,aplicaciones móviles para instituciones educativas ,1,0,0,
Operación Serenata de Amor,1,Iniciativas ya existentes,1,1,0,0,0,1,Control y monitoreo de los gastos y cuentas públicas,Open Knowledge Brasil,Organización civil sin fines de lucro,Brasil,São Paulo,http://br.okfn.org/,Sí,Sí,Si,No,1,1,1,0,1,1,0,"Datos Abiertos de Presupuesto Público, Índice de Datos Abiertos",1,0,0,
Asociación Civil Ernesto Shneider Troller,1,Desarrollo de nuevas iniciativas,1,1,0,0,0,0,,Asociación Civil Ernesto Shneider Troller,Organización civil sin fines de lucro,Guatemala,Guatemala,,Sí,Sí,No,No,1,1,0,0,0,1,0,Redes sociales con énfasis en comunicación circular,0,0,1,
Verto App,1,Iniciativas de tecnología con fines de lucro,1,1,0,0,0,0,Apoyo a Organizaciones sin fines de lucro existentes,Verto Technology Corp,Empresa privada (startup),Guatemala,Guatemala,www.vertoapp.com,Sí,Sí,Si,Si,1,0,0,0,0,0,0,"Banca, Retail",1,0,0,
Soy Vecino ,1,Desarrollo de nuevas iniciativas,1,0,0,1,1,1,,Centro Eugenio Garza Sada,Organización civil sin fines de lucro,México,Monterrey,www.cegs.mx,Sí,No,No,No,1,0,0,0,0,0,0,,1,0,0,
Potenciando una comunidad de datos para el desarrollo sostenible en Perú,1,Desarrollo de nuevas iniciativas,1,1,1,1,1,1,,Ciudadanos al Día ,Organización civil sin fines de lucro,Perú,Lima,www.ciudadanosaldia.org,Sí,Sí,No,No,1,1,0,0,0,0,1,,0,0,1,
CIVICs,1,Iniciativas ya existentes,1,0,0,1,0,1,,[VIC] Vivero de Iniciativas Ciudadanas,Organización civil sin fines de lucro,Otro,Madrid,www.viveroiniciativasciudadanas.net | www.civics.cc,Sí,Sí,Si,Si,1,0,0,0,0,1,0,,1,0,0,
proyecto  de  integracion  comunitaria ,1,Desarrollo de nuevas iniciativas,1,0,0,0,1,1,solucion y  mejora de vulnerabilidades,ideales soluciones  sociales,Organización civil sin fines de lucro,República Dominicana,distrito nacional,,Sí,Sí,No,No,0,0,0,0,0,0,1,gestion de  servicios  publicos,0,0,1,
Onesmart Technology,1,Iniciativas de tecnología con fines de lucro,1,1,0,1,1,1,"Digitalización de trámites, Diálogo abierto, Eficiencia operativa",Onesmart Technology SA de CV,Empresa privada (startup),México,Monterrey,www.onesmart.tech,Sí,Sí,No,No,1,1,0,0,0,1,1,"Uso de datos abiertos, Plataformas de Crowdsourcing, Cartografía digital",1,1,0,
